News,Label
Bill Clintonâ€™s Lover: He Called Ruthless Hillary â€˜The Wardenâ€™,FAKE
Did You Notice Anything Different In The MSM Lately?,FAKE
BOMBSHELL: Hillary Clintonâ€™s Leaked Audio Proves She Rigs Elections,FAKE
Rubio reignites Cuba debate with Senate hearing,REAL
Lester Holt: presidential debate moderator and proven fact-checker,REAL
Patriots Day 2015: Boston does not stand alone,REAL
| Man whose son was killed by illegal immigrant files two suits against feds,FAKE
Mitt Romney to give big speech on 2016 race. Joining #NeverTrump? (+video),REAL
Is there any way Obama can fill Supreme Court vacancy?,REAL
"Saudi Arabia's King Abdullah was incremental reformer, US ally (+video)",REAL
"Re: The U.S. Will Lose Global Reserve Status, Expect 80-90% Devaluation Of the U.S. Dollar",FAKE
How The Oligarchs Plan To Steal The Election,FAKE
GOP insiders: It was a rough night for Ted Cruz,REAL
"Space Wars Likely In The Future As US, Russia Develop Satellite Weapons",FAKE
Donald Trump is blatantly racist â€” and the media is too scared to call him out on it,REAL
Can Donald Trump recover from this?,REAL
The She-Devil,FAKE
Can Hillary rebuild her campaign with an upbeat message? And will anyone even notice?,REAL
The Democrats arenâ€™t doomed: What I learned from Bernie delegates in Philadelphia,REAL
The US Elections Do Matter But Not Necessary To Follow Them â€“ Sheikh Imran Hosein,FAKE
Enrique Marquez: I got rifles for San Bernardino killer,REAL
Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video,FAKE
Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,FAKE
Family of Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Their Son,FAKE
Abortion bill dropped amid concerns of female GOP lawmakers,REAL
'Racist and sexistâ€™ complaints against Aussie lamb advert rejected,FAKE
Outsider campaigns seek inside track,REAL
Pentagon Seeks Another $6 Billion for Overseas Troop Deployments,FAKE
The Most Interesting Chart In The World â€“ Part 2,FAKE
"Spy Scandals, Globalism and the Betrayal of America",FAKE
John Oliverâ€™s Smear Tactics Exposed As Establishment Propaganda,FAKE
Can Sanders' millennials switch to Clinton?,REAL
Bernie Sanders Has Strength Among White Men Pinched By The Economy,REAL
Standing Rock Indian Reservation: Thousands Of Wild Buffalo Appear Out Of Nowhere,FAKE
Western â€œCultureâ€ is Wrecking Entire Continents,FAKE
"Scalia, Thomas & Alito have totally lost it: The complete and utter incoherence of the conservative Supreme Court justices",REAL
ISIS: Mortal Threat Or Paper Tiger?,FAKE
Someone left a funny note asking the postman to move a spider,FAKE
"In rare foreign trip, Assad flies to Moscow to meet with Putin",REAL
Former â€˜Apprenticeâ€™ contestant accuses Trump of groping her during job meeting,REAL
Hispanic Crowd Boos Marco Rubio off Stage,FAKE
High Court Judges looking for a Truss to support them. More soon.,FAKE
"Trump's lean campaign machine relying mostly on donor cash, not his own",REAL
P. Parenthood Chief Goes Toe-to-Toe with Attackers,REAL
New Poll: Americans Feel Less Safe After 15 Years Of War,FAKE
"If Clinton Campaign Believes WikiLeaks Emails Are Forged, Why Donâ€™t They Prove It!?",FAKE
Justice Department Launches Civil Rights Probe Of Baltimore Police,REAL
Obama Meets Boy After Deplorable Trump Fans Attack His Wheelchair When Heâ€™s Removed From Rally,FAKE
â€œHonor Our Immigrant Veteransâ€ Replayed,FAKE
Laura Ingraham: The Trump betrayal by Republican elites won't soon be forgotten,REAL
Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,FAKE
"Sanders wins in Wisconsin, keeping alive his improbable bid for the nomination",REAL
The unexpected and ingenious strategy of Obama's second term,REAL
Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral,FAKE
Biggest Election Fraud In History Discovered In The United States,FAKE
South Carolina primary brings high stakes for Marco Rubio and Jeb Bush,REAL
Duterte Calls US Admin â€˜Monkeysâ€™ for Halting Arms Sales,FAKE
"Slow start for program to reduce vets' waits at Veterans Affairs facilities, offer private medical care",REAL
Malaysia to Buy Ships From China in Another Blow to US Regional Dominance,FAKE
Vladimir Putin Condemns Europe for Upholding Child Rape (Video) - Ricky Twisdale,FAKE
Is This A New Escalation? BLACK Chemtrails Reported Around The World!,FAKE
BREAKING : Trump BEATING â€œFederal Investigation Hillaryâ€ by 4% in Michiganâ€™s Absentee Voting â€“ TruthFeed,FAKE
Harry Reid: Obama to Name Scalia Replacement in 3 Weeks,REAL
"Amid campaign troubles, Trump blasts Clinton as 'world-class liar'",REAL
"Mitt Romney: Donald Trump is a 'phony, a fraud'",REAL
'We the People' is at risk: Why America needs civics education,REAL
"â€˜Like Warsaw ghettoâ€™: Attendees attacked, surrounded at Israeli speaker event at London university",FAKE
"Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose",FAKE
NSA program reportedly helped US gather evidence against North Korea in Sony hack,REAL
"Donald Trump triumphs in Michigan and Mississippi. Onward, reality show junkies",REAL
"What happens to delegates won by Rubio, other ex-candidates?",REAL
Sniff your underarms and tell us if you stink...,FAKE
Must Watch: When People Laughed At Donald Trump And Anyone Who Said He Would Win,FAKE
"Mired in third, Marco Rubio prepares for a long, drawn-out Republican race",REAL
Comment on Facebook Daughterâ€™s Day Hoax Is A Sign Of The Times by para kazanmak,FAKE
The Last Confirmation Bias Test of This Election,FAKE
Donald Trump v Bernie Sanders: confusion reigns over possible debate,REAL
Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary,FAKE
North Dakota Police Arrest Over 140 Pipeline Protesters,FAKE
Paul: Christie embraces Obamacare,REAL
Ooh Fuck,FAKE
"The American Way: Socialism for the Rich, Free Enterprise for the Rest",FAKE
BREAKING: Trump Rushed Off Stage After Alleged Gunman Found in Rally Audience,FAKE
"FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV",FAKE
Photo of the day: Miss Russia at the international beauty contest in Tokyo,FAKE
Congressional auditors: VA health care is high-risk,REAL
"Leaked Email: â€˜If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Yearsâ€™",FAKE
"Iowaâ€™s Des Moines Register endorses Clinton, Rubio",REAL
Economic Nationalism: Alternative To Globalism,FAKE
Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia,FAKE
White House looks to scientists to sell Iran deal,REAL
GOP debate: 's Reality Check Team inspects claims,REAL
Travel: Conor McGregorâ€™s Guide To New York,FAKE
Lawmakers Who Have Forgotten Iraq Insist They're Right About Iran,REAL
"Kiev officials forced to declare incomes, Ukrainians threaten revolt",FAKE
Congress and its 'outsiders': The critical struggle over who is really in charge,REAL
Hotel CEO Caught Celebrating Using Government to Make Airbnb Illegal So They Can Price Gouge,FAKE
Sanders: Democratic Party hasn't been fair to me,REAL
"Bobby Jindal, raised Hindu, uses story of Christian conversion to woo evangelicals for potential 2016 bid",REAL
Conservatives in a meltdown: National Reviewâ€™s confused â€œAgainst Trumpâ€ issue is an amazing testament to the rightâ€™s implosion,REAL
"Reinventing Democracy in America Starts by Voting, Then Building an Accountability Movement",FAKE
PressTV-Huge blast kills 47 in Pakistan's Balochistan,FAKE
"What is an ""income"" tax and where did it come from? NOT the 16th Amendment!",FAKE
Will Latino loathing of Trump drive a voter movement to swing the election?,REAL
Drudge goes all in for Trump,REAL
New Study Shows Riots Make America Conservative,REAL
21 dead at Radison Blu hotel in Mali,REAL
The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing,FAKE
"Anti-terrorism crackdowns may have spurred attackers, Belgian prosecutor says",REAL
"United States â€“ reformation or fracture?, by Thierry Meyssan",FAKE
British PM Refuses To Withdraw Support For Saudi Arabia,FAKE
Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe,REAL
Proof God is on Duterteâ€™s Side!,FAKE
"Obama, Erdogan Discuss Need for Close Cooperation to Counter Daesh",FAKE
Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source,FAKE
North Korea Threatens â€˜Sacredâ€™ Nuclear War Against Israel if this country continue supporting ISIS,FAKE
Magnificent Jellyfish Gardens Purify The Water While Growing Food,FAKE
Here's why creating single-payer health care in America is so hard,REAL
Why Koch and Republican donor network wonâ€™t back Trump (+video),REAL
The Iran Deal and the Cost of Political Polarization | RealClearPolitics,REAL
A Book Too Dangerous To Read,FAKE
Gowdy reveals subpoena Clinton claims she 'never had',REAL
"Walgreens to close 200 stores, boost cost cutting",REAL
"This Will END Hillaryâ€™s Campaign, HILLARY CLINTON IS GOING DOWN",FAKE
"US Officials, FBI See No Link Between Trump and Russia",FAKE
â€˜They Donâ€™t Speak For Meâ€™ â€” Evangelical PhD SLAMS Religious Right Leaders Supporting Trump,FAKE
Teacher sickout closes most Detroit schools Monday,REAL
Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh,FAKE
"Unsurprisingly, this Ku Klux Klan leaflet has a spelling mistake",FAKE
"American Dream, Revisited",FAKE
